cs_word_1,cs_word_2,average
chytrý,pitomý,6.4125
chápat,uspokojit,3.05
chřipka,horečka,7.025
citrón,čaj,5.55555555556
cukr,med,7.0875
céva,žíla,7.8
cíl,úkol,6.375
cín,hliník,6.9625
cín,kov,7.425
datum,kalendář,7.15555555556
dav,průvod,6.11111111111
dav,skupina,8.22222222222
daň,příjem,5.775
dcera,dítě,7.54444444444
den,ráno,6.95555555556
den,úsvit,6.6
desetiletí,století,7.3125
destrukce,konstrukce,5.8625
dieta,jablko,4.875
dieta,salát,6.33333333333
disk,počítač,6.6625
diskutovat,vysvětlit,6.0
diskuze,argument,6.925
divný,normální,7.66666666667
divný,podivný,8.85
divný,zvláštní,9.0625
dlouhý,úzký,5.625
dlužit,půjčit,6.975
dobytek,hovězí,7.1625
dokončit,stát,3.25
doktor,nálada,0.925
doktor,ortodentista,7.175
doktor,profesor,6.5625
dolar,lidé,1.61111111111
domov,stát,4.625
dorazit,odejít,6.1125
dorazit,přijít,8.4125
doručit,nést,5.25
dospělý,miminko,6.725
dospělý,poručník,5.6875
dostat,koupit,6.0
dostat,položit,2.5
dostat,zůstat,1.125
dosáhnout,dosáhnout,10.0
dosáhnout,uspět,6.77777777778
dosáhnout,zkusit,4.325
drobný,obrovský,6.08888888889
drsný,frigidní,2.66666666667
drsný,krutý,7.5
drát,kabel,8.37777777778
dub,javor,6.66666666667
dveře,brána,7.6875
dveře,chodba,5.15555555556
dveře,kuchyně,3.73333333333
dveře,podlaha,4.55
dveře,sklep,4.3125
dveře,vchod,7.66666666667
dvojice,pár,9.4375
dáma,pán,7.9875
dát,dovolit,2.6375
dát,položit,4.8125
dát,pověsit,2.77777777778
dát,půjčit,5.22222222222
dát,půjčit,6.44444444444
dát,ukrást,3.5
dát,vědět,2.75
dát,zamítnout,2.2
déšť,mlha,6.11111111111
díra,dohoda,0.333333333333
díra,manželka,1.12222222222
dítě,dospělý,7.3625
dítě,kluk,7.1
dívka,dítě,5.8625
dívka,služebná,4.33333333333
dýchat,dusit,6.63333333333
dýmka,doutník,7.87777777778
dělat,přestat,4.75
dělat,přihodit,4.2
dětinský,pošetilý,6.9375
dřevo,papír,6.2
dřevo,poleno,7.71111111111
důkaz,fakt,7.2
dům,byt,7.44444444444
dům,klíč,4.875
dům,koberec,4.38888888889
dům,stodola,5.71111111111
důvěra,já,1.7
elastický,ohebný,9.2375
elegance,styl,7.85
emoce,vášeň,7.64444444444
exotický,vzácný,7.27777777778
fakt,vhled,3.53333333333
film,film,10.0
formální,řádný,6.725
frustrace,hněv,7.375
fráze,slovo,6.8125
hadice,zahrada,4.52222222222
herec,zpěvák,6.74444444444
herečka,herec,8.425
hlava,nehet,5.125
hloubka,rozsah,6.75
hloupý,pitomý,9.2125
hluk,rachot,8.92222222222
hmyz,včela,7.8
hněv,nálada,6.05
hněv,zuřivost,8.61111111111
hodnota,víra,3.73333333333
hojnost,spousta,7.46666666667
hora,římsa,0.857142857143
horečka,nemoc,6.72222222222
housle,nástroj,7.46666666667
hra,akce,5.6625
hra,trik,5.07777777778
hra,zábava,6.55
hrdinka,hrdina,8.8625
hrdlo,nos,5.33333333333
hrnec,spotřebič,5.125
hudba,melodie,7.2625
hysterie,zmatek,6.88888888889
hříšník,světec,7.71111111111
ignorovat,prozkoumat,4.46666666667
ignorovat,vyhýbat,6.86666666667
ignorovat,zeptat,2.7625
informovat,oznámit,8.1625
inteligence,dovednost,6.2125
inteligence,logika,7.075
inteligence,vhled,5.625
jablko,citrón,6.91111111111
jablko,džus,6.0375
jablko,omáčka,3.33333333333
jablko,sladkost,5.175
jablko,svit,0.25
jazyk,hrdlo,6.9875
jednoduchý,snadný,9.225
jezero,bažina,5.6625
jih,sever,7.4625
jmenovat,zvolit,7.9125
játra,plíce,7.81111111111
jídlo,pás,1.77777777778
jídlo,večeře,7.1
jít,dovolit,2.71428571429
jít,poslat,3.6625
jít,prodat,1.66666666667
jít,přijít,6.975
jít,vstoupit,5.95
kabelka,taška,7.2875
kamera,prezident,1.25
kapela,orchestr,7.7375
kapela,průvod,5.375
kapitola,ocas,0.5
kapitola,volba,1.88888888889
kapitán,námořník,7.275
karta,most,0.555555555556
kaňon,údolí,6.85714285714
klakson,buben,4.77777777778
klub,společnost,6.73333333333
kluk,dítě,7.1875
kluk,partner,7.0875
kluk,syn,7.325
kluk,voják,4.7875
kniha,bible,7.48888888889
kniha,esej,5.0
kniha,informace,6.24444444444
kniha,literatura,7.275
kniha,příběh,6.44444444444
kniha,text,6.42222222222
kniha,téma,5.27777777778
kniha,téma,4.85
kniha,článek,5.75
kněz,mnich,8.0
kolo,ložnice,0.777777777778
komunikace,jazyk,6.6625
komunikace,rozhovor,7.1875
komunikace,televize,5.81111111111
komunikovat,modlit,3.33333333333
končetina,noha,7.93333333333
kopec,útes,6.16666666667
korporace,podnik,8.4
kost,koleno,6.425
kost,kotník,5.55555555556
kost,krk,3.44444444444
kost,loket,6.43333333333
kost,zuby,6.9875
kost,čelist,6.9625
kostel,sbor,5.77777777778
kotník,okno,0.111111111111
koupelna,kuchyně,6.78571428571
koupelna,ložnice,6.96666666667
kov,hliník,7.05
kočka,králík,6.0
kočka,lev,7.46666666667
kočka,mazlíček,7.71111111111
kořen,tráva,4.72222222222
krabice,budka,3.425
krabice,doutník,4.0625
krabice,výtah,2.0
krabice,čepice,0.555555555556
krev,maso,5.27777777778
krev,morek,6.0
krk,páteř,5.95
krysa,myš,8.0
král,princezna,6.55
krása,věk,4.125
krásný,báječný,6.625
krátký,dlouhý,7.4875
kráva,dobytek,7.4
kráva,koza,6.87777777778
kurz,žaludek,0.25
kuře,rýže,5.525
kuře,stejk,5.9375
květina,cibule,4.0
květina,fialka,7.55
květina,keř,6.37777777778
květina,vytrvalost,0.425
kytara,buben,7.0625
kámoš,společník,7.0625
kód,symbol,7.21111111111
křehký,frigidní,1.55555555556
křivka,úhel,5.075
kůň,hříbě,7.4125
kůň,kobyla,8.3
kůň,vůl,6.5875
ledvina,orgán,7.425
len,tkanina,6.4625
letadlo,letiště,7.5
letadlo,tryskáč,8.32222222222
letectví,let,6.875
levný,laciný,9.04444444444
lidé,balón,2.7375
lidé,cent,0.733333333333
lidé,párty,4.76666666667
lidé,zbraň,4.0
lihovina,kapela,1.16666666667
lihovina,století,0.925
logika,aritmetika,6.475
loket,kotník,6.2125
loď,auto,6.75555555556
loď,kotva,6.1125
loď,paluba,7.42222222222
láhev,nádoba,7.7875
lékař,doktor,9.6
lžíce,šálek,6.38571428571
manželka,manžel,8.1125
manželka,sláma,0.777777777778
marihuana,bylina,7.06666666667
maso,chléb,5.8375
maso,sendvič,3.55555555556
maso,slanina,7.74444444444
masy,dav,8.25
matka,manželka,5.8875
matka,poručník,6.44444444444
mazaný,bystrý,8.08888888889
mazaný,odolný,3.01111111111
mazaný,zvláštní,3.1375
menu,objednávka,5.55555555556
metr,palec,6.66666666667
metr,yard,7.54444444444
mez,hranice,8.38888888889
milenec,společník,5.88888888889
milý,krutý,6.27777777778
milý,štědrý,5.44444444444
miminko,dcera,6.71111111111
miska,ocas,1.5
mluvit,slyšet,5.1
mluvit,uznat,2.48888888889
mléko,džus,6.575
moderní,starodávný,7.35555555556
molekula,atom,7.4125
molekula,vzduch,5.625
motel,hostinec,6.3125
motor,loď,5.45
motor,motor,10.0
moudrost,inteligence,7.66666666667
moře,oceán,7.86666666667
mrak,bouřka,6.25
mrak,mlha,5.625
mrak,mlha,6.55555555556
mrak,opar,5.22222222222
mrak,počasí,5.8625
mrholení,déšť,8.26666666667
muž,dítě,4.68888888889
muž,hlídka,3.575
muž,manžel,7.5625
muž,otec,6.925
muž,strýc,6.94444444444
muž,válečník,4.8125
muž,vítěz,2.55555555556
muži,bratrství,5.5
myslet,dotazovat,3.66666666667
myslet,racionalizovat,7.0875
myslet,rozhodnout,5.625
myš,kočka,4.44444444444
myš,řízení,0.666666666667
myšlenka,obraz,4.7625
myšlenka,plán,6.125
máslo,brambora,5.35
médium,zprávy,6.6
místnost,buňka,3.4125
místnost,postel,4.36666666667
míč,dělo,1.15555555556
míč,kostým,1.33333333333
míč,košík,4.2875
míč,rukavice,2.98888888889
měsíc,planeta,6.05555555556
mříž,klec,7.6
nahradit,obnovit,5.44444444444
najít,zmizet,5.6375
napodobit,zobrazit,3.66666666667
narozeniny,datum,5.71111111111
narozeniny,rok,5.5625
nastat,přihodit,7.0
naštvaný,potěšený,5.9875
nebe,vesmír,6.5
nebezpečí,hrozba,8.22222222222
nebezpečí,onemocnění,4.625
nedostatkový,vzácný,8.2125
nedávný,nový,7.51111111111
nehet,palec,6.6125
nehet,ruka,6.86666666667
nehoda,katastrofa,7.0
nehoda,nouze,5.625
neklidný,mladý,3.11111111111
nelegální,nemorální,5.92857142857
nemoc,infekce,7.175
nemocný,bláznivý,4.88888888889
nepřítomnost,přítomnost,7.7375
nerv,mozek,7.22222222222
netrpělivý,úzkostlivý,5.475
netvor,démon,8.11111111111
nevědomost,inteligence,4.95
nevěsta,princezna,4.3125
nezbytný,potřebný,7.625
nešťastný,naštvaný,6.0
noc,den,8.05555555556
noc,kapitola,1.925
noc,úsvit,6.8875
noha,paže,6.625
norek,kožešina,6.375
nos,ústa,7.1125
noviny,informace,6.375
nový,starodávný,7.35555555556
nový,čerstvý,8.31111111111
nádoba,myš,1.0
nálada,emoce,7.75
námořnictvo,armáda,6.7
nápadný,zřejmý,7.11111111111
násilný,naštvaný,5.75
násobit,dělit,7.68888888889
násobit,přidat,6.16666666667
názor,myšlenka,6.5625
názor,volba,5.2875
nést,přinést,7.3375
obdržet,dát,6.33333333333
obilnina,pšenice,7.675
objasnit,vysvětlit,8.9875
objektiv,kamera,7.0375
objevit,pocházet,2.5
oblast,region,9.4
oblast,roh,2.875
oblast,zóna,8.8375
oblečení,bunda,7.175
oblečení,kabát,7.375
oblečení,knoflík,6.86666666667
oblečení,skříň,6.11111111111
oblečení,tkanina,6.75
oblečení,tkanina,6.6
oblečení,šuplík,5.0
obočí,oko,7.28888888889
obrovský,pitomý,1.6
obtížný,jednoduchý,7.71111111111
odejít,vstoupit,6.5875
odejít,zůstat,7.0875
odmítnout,vyhýbat,5.88888888889
odpustit,zapomenout,5.5375
odraz,obraz,1.625
ohař,liška,6.77777777778
okno,dveře,6.68571428571
oko,slza,6.2375
okolnost,situace,8.475
olej,norek,2.075
onemocnění,infekce,7.43333333333
opatrovat,ponechat,4.875
opustit,bloudit,4.075
opustit,ignorovat,3.75
opustit,jít,4.75
opustit,zjevit,2.825
organizovat,stát,2.11111111111
orgán,játra,7.63333333333
ortodentista,zubař,8.82222222222
oslava,obřad,7.375
ostrov,úkol,0.333333333333
ostrý,tupý,7.725
otec,bratr,6.41111111111
otec,bůh,4.55555555556
otec,dcera,7.34444444444
otec,rodič,7.975
ovce,dobytek,6.62857142857
ovce,jehně,7.6625
ověřit,ospravedlnit,4.175
ošetřovatelka,vědec,5.0
pakt,dohoda,8.925
pakt,podmínka,5.6
palec,prst,7.8
paluba,myš,1.75
paprsek,svit,7.275
papír,kartón,7.06666666667
paže,koleno,5.41111111111
paže,kost,6.025
paže,krk,6.1
paže,rameno,7.175
paže,sval,6.4
paže,tělo,6.525
paže,zápěstí,6.675
paže,žíla,5.26666666667
peníze,diamant,5.2375
peníze,kapitál,8.075
peníze,perla,3.7
peníze,plat,7.8
pes,kočka,6.9375
pes,kůň,6.14444444444
pistole,dělo,6.43333333333
pitomý,chytrý,7.0
pitomý,inteligentní,7.31111111111
pitomý,natvrdlý,7.9375
pitomý,pošetilý,6.95
pitomý,vzácný,1.11111111111
pivo,alkohol,7.82222222222
pivo,nápoj,7.425
pivo,šampaňské,6.11111111111
pláž,moře,6.11111111111
pláž,ostrov,5.75
pláž,pobřeží,7.38888888889
pláž,útes,5.125
pobřeží,pobřeží,10.0
podlaha,paluba,6.0
podlaha,strop,6.5
podmínka,kluk,0.555555555556
podnik,průmysl,6.125
podnik,společnost,8.5625
pohodlí,bezpečnost,5.66666666667
pohovka,baseball,0.875
pohovka,židle,6.35
pokoj,vana,3.5625
poleno,dřevo,7.525
poleno,vana,0.333333333333
policajt,šerif,7.8125
politik,prezident,7.51111111111
polyester,bavlna,7.06666666667
pomluvy,zprávy,4.5125
pomocník,služka,7.22222222222
ponechat,chránit,3.375
ponechat,dát,4.84444444444
ponechat,půjčit,4.27777777778
ponechat,vlastnit,5.14444444444
poplatek,plat,3.1875
poplatek,platba,7.61111111111
populace,lidé,8.125
popření,přiznání,7.6125
porovnat,analyzovat,6.4375
poslat,obdržet,5.6625
poslat,zúčastnit,2.85
poslouchat,dodržovat,5.875
poslouchat,slyšet,7.18888888889
postel,ložnice,6.84444444444
postel,nemocnice,4.1875
postel,nábytek,6.48571428571
postel,pohovka,7.07777777778
postel,postýlka,8.3125
postel,přikrývka,5.75
postel,židle,6.1875
postoj,důvěra,3.775
postýlka,kolébka,7.8375
potěšit,bavit,6.5
potěšit,žádat,1.5125
potřebný,důležitý,7.54444444444
povzbudit,odradit,6.725
pozdravit,potkat,5.125
pozornost,povědomí,5.22222222222
pozornost,zájem,7.7375
pracovník,kamera,2.44444444444
pracovník,mechanik,7.14444444444
pracovník,zaměstnavatel,7.2125
prezident,starosta,6.65
princ,král,7.28888888889
princezna,ostrov,1.14285714286
prohlásit,oznámit,6.625
prohrát,dostat,4.33333333333
prohrát,ponechat,2.525
prohrát,selhat,7.33333333333
protivník,oponent,9.31111111111
prozkoumat,objevit,7.1375
prozkoumat,prohlédnout,7.075
prst,dlaň,6.7375
práce,řízení,4.25
právník,bankéř,5.28888888889
právo,spravedlnost,7.07777777778
pták,jestřáb,7.54444444444
pták,krocan,7.175
pták,slepice,7.26666666667
píseň,příběh,5.03333333333
písmeno,odstavec,5.93333333333
předpojatost,názor,4.88888888889
předpokládat,předpovědět,7.625
předpokládat,předstírat,2.11111111111
předstírat,představit,1.22222222222
předstírat,zdát,3.625
předstírat,zobrazit,2.375
překonat,dominovat,5.0
přesvědčený,jistý,7.55
přidat,budovat,3.475
přidat,dělit,4.66666666667
přijmout,doporučit,3.7
přijmout,doručit,6.775
přijmout,odmítnout,7.7
přijmout,odmítnout,7.3625
přijmout,odpustit,5.375
přijmout,uznat,6.25
přijmout,věřit,3.88888888889
přijít,přinést,4.5375
přijít,účastnit,6.25
přiložit,připojit,6.1875
přinést,obnovit,3.05
přinést,poslat,5.33333333333
přinést,stěžovat,0.777777777778
připojit,přidat,8.6875
připojit,vzít,3.3875
připojit,získat,2.22222222222
připomenout,prodat,0.566666666667
připomenout,zapomenout,6.45
přátelský,štědrý,4.6
příběh,téma,4.6875
přítel,host,4.775
přítel,kámoš,8.8
přítel,matka,4.11111111111
přítel,učitel,3.66666666667
přítel,člověk,5.25
přítomnost,dveře,1.21428571429
půjčit,chtít,3.02222222222
půjčit,prodat,5.125
půjčit,žebrat,4.0375
rabín,duchovní,7.48888888889
radit,doporučit,7.72222222222
radost,hrdost,4.63333333333
rakovina,nemoc,7.83333333333
rameno,hlava,6.9375
realita,fantazie,7.81111111111
realita,iluze,7.4875
rodič,dospělý,6.33333333333
rozdílný,normální,5.4375
rozhodnout,vybrat,7.8
rozjímat,myslet,6.5
rozkošný,báječný,5.33333333333
rozkošný,veselý,4.33333333333
rozsáhlý,obrovský,8.42222222222
rozsáhlý,ohebný,2.75
rozsáhlý,velký,8.0625
rozumět,odpustit,3.15555555556
rozumět,poslouchat,4.33333333333
rozumět,vědět,5.625
rozvrátit,organizovat,4.4625
rozšířit,růst,5.125
ruka,chodidlo,6.475
ruka,palec,7.54444444444
ruka,zápěstí,7.11111111111
rychlý,překotný,7.66666666667
rytmus,melodie,7.4375
rámus,hluk,8.75555555556
rýže,fazole,6.06666666667
rýže,kluk,0.2625
salát,ocet,4.45
sbírat,šetřit,4.95
schopnost,způsobilost,7.6875
schůzka,závazek,4.73333333333
scvrknout,vyrůst,6.7
sekunda,minuta,7.3
selhat,odradit,2.44444444444
semínko,hořčice,5.7
sendvič,oběd,6.1
sever,západ,7.5625
shromáždit,potkat,4.325
shromáždit,zúčastnit,5.25
silný,hrdý,3.125
situace,podmínka,4.11111111111
skladatel,spisovatel,6.3
sklenice,láhev,7.52222222222
sklo,křišťál,6.625
skromný,ohebný,1.66666666667
skromný,zahanbený,3.25
skvělý,příšerný,6.9875
slanina,fazole,3.55555555556
slepice,krocan,6.8375
slovník,definice,6.46666666667
slovo,literatura,4.95555555556
slovo,noviny,5.075
slovo,slovník,7.2
slovo,strana,2.35
slovo,vodítko,2.325
slunce,nebe,6.72222222222
smrt,katastrofa,6.44444444444
smrt,pohřeb,6.66666666667
smrt,tragédie,7.38888888889
smutek,ostuda,3.21111111111
smutný,hrozný,4.675
smutný,legrační,5.975
smysl,intuice,6.4375
smyčka,opasek,3.2
smělý,hrdý,3.625
snadný,obtížný,7.225
snadný,odolný,2.75
snadný,ohebný,2.94285714286
snadný,velký,2.25
snídaně,slanina,5.375
snídaně,večeře,7.0
sníh,bouře,5.5
sníh,počasí,5.97777777778
snížit,scvrknout,4.21428571429
soud,rozsudek,7.0375
souhlasit,argumentovat,4.6
souhlasit,lišit,3.875
souhlasit,potěšit,2.625
soumrak,svítání,7.3625
soumrak,večer,8.2375
spodek,strana,5.97777777778
spodek,vršek,7.6125
spokojenost,štěstí,7.22222222222
spolupracovat,připojit,4.25
spolupracovat,účastnit,5.6625
srdce,operace,4.63333333333
srpen,měsíc,7.3
starý,nový,7.7375
starý,čerstvý,6.75
steak,maso,8.2
stroj,motor,6.6
strom,javor,6.93333333333
strop,katedrála,4.0
stránka,odstavec,6.025
strýc,teta,8.48888888889
student,profesor,7.3375
student,žák,8.3375
styl,móda,7.5
stát,zdát,0.888888888889
stát,zjevit,4.26666666667
stěna,cihla,6.0
stěna,dekorace,3.625
stěžovat,argumentovat,3.625
střecha,podlaha,5.8125
střecha,strop,6.57777777778
střevo,nerv,4.8375
sval,jazyk,10.5888888889
sval,kost,7.075
svetr,bunda,7.1
svižný,překotný,6.125
svět,zeměkoule,8.1
syn,otec,6.9125
síla,moc,7.11111111111
síla,schopnost,5.7
tabák,cigareta,7.4625
talíř,miska,7.4
taxi,taxík,9.5
taxík,autobus,6.3375
tele,býk,7.1625
telefon,budka,5.5625
terč,šíp,6.3625
teta,synovec,7.34444444444
toulat,bloudit,7.575
trik,velikost,0.788888888889
tráva,list,5.55555555556
tráva,mech,6.07777777778
tupý,legrační,3.75
tvrdý,natvrdlý,4.44444444444
tvář,jazyk,5.33333333333
tvůrce,výrobce,8.125
tyč,vězení,2.8375
tyč,záclona,3.65
tábor,chata,5.97777777778
táta,matka,7.8625
tělo,hruď,6.3875
tělo,nerv,5.9
tělo,páteř,5.22222222222
tělo,rameno,6.425
tělo,žaludek,5.9
těžký,jednoduchý,7.6
těžký,obtížný,8.8875
těžký,odolný,4.22222222222
těžký,snadný,7.1
udělat,postavit,5.0
udělat,stát,2.375
udělat,vydělat,4.66666666667
uhel,uhlí,6.475
ukrást,koupit,6.05
ulice,auto,4.5
ulice,ulička,8.575
ulička,chodba,7.11111111111
ulička,hala,3.7875
ulička,miska,0.333333333333
upřímný,vinný,2.8875
určit,předpovědět,6.48888888889
určitý,jistý,8.16666666667
usilovat,přesvědčit,4.77777777778
uskutečnit,objevit,3.42222222222
uspokojit,potěšit,6.9
uspořádat,organizovat,7.65
uspořádat,vyžadovat,2.05555555556
uspět,selhat,7.6125
uspět,zkusit,4.3
ustoupit,odmítnout,5.875
utratit,šetřit,6.5875
utrpení,zármutek,7.8125
uzavřít,rozhodnout,4.7
uznat,oznámit,2.44444444444
učebna,chodba,3.77777777778
učit,poslouchat,4.6375
učit,vyhodnotit,3.2
učitel,instruktor,7.2625
učitel,pomocník,5.22222222222
učitel,rabín,5.15
užívat,bavit,7.5
vagón,nádoba,1.0
vagón,vůz,7.4
vana,balón,1.21111111111
vana,manželka,1.125
vana,trik,0.375
velikost,rozsah,7.75
velký,těžký,4.81111111111
velký,široký,6.11111111111
večer,soumrak,7.325
večeře,jídlo,7.26666666667
večeře,kuře,5.6375
večeře,polévka,6.82222222222
večeře,snídaně,7.21111111111
vinný,zahanbený,4.73333333333
vitamín,železo,5.8
vize,vnímání,4.51111111111
voda,led,7.72222222222
voda,sůl,4.33333333333
volba,žíla,0.222222222222
vozidlo,autobus,7.54444444444
vršek,strana,3.66666666667
vstoupit,dlužit,1.125
vstřebat,ustoupit,1.54444444444
vstřebat,učit,5.22222222222
vstřebat,vlastnit,2.2875
vybrat,zvolit,8.91111111111
vyhlásit,oznámit,8.03333333333
vyhrát,dokončit,5.25
vyhrát,dominovat,6.42857142857
vyhrát,uspět,7.5
vylekaný,úzkostlivý,5.5
vypátrat,najít,7.96666666667
vysvětlit,dokázat,6.22222222222
vytratit se,zmizet,8.475
vytrvalost,kapela,1.0625
vytvořit,budovat,7.64444444444
vytvořit,představit,3.83333333333
vytvořit,udělat,7.0625
vytvořit,zničit,6.9625
vyšetřovat,prohlédnout,6.025
vyšetřovat,usilovat,3.125
vyžadovat,dotazovat,4.88888888889
vzduch,hélium,7.11111111111
vzorec,poleno,0.125
vzorec,rovnice,7.68888888889
vzít,doručit,4.25
vzít,nést,5.7875
vzít,obdržet,5.0
vzít,odejít,1.88888888889
vzít,ukrást,6.875
vzít,vlastnit,4.0125
vzít,získat,6.33333333333
víkend,týden,7.2875
víno,brandy,7.3625
víno,lihovina,6.5375
víra,dojem,3.875
víra,koncept,3.84444444444
víra,květina,0.722222222222
víra,názor,6.1625
vítěz,cíl,5.125
vítěz,kandidát,5.74444444444
vítěz,přítomnost,1.025
vítězství,triumf,8.8625
východ,průchod,5.25
výdrž,síla,5.9875
včela,královna,6.03333333333
včela,mravenec,6.675
věda,psychologie,7.175
vědět,chápat,5.83333333333
vědět,věřit,4.33333333333
vězení,volba,2.625
věž,zvon,6.67777777778
věžička,kaple,6.375
vůdce,manažer,7.025
whisky,gin,7.9125
whisky,šampaňské,6.82222222222
yard,palec,7.41111111111
zabít,bránit,5.0
zabít,dusit,6.4375
zabít,pověsit,6.025
zabít,zničit,6.5
zachránit,ochraňovat,6.33333333333
zadání,úkol,8.0875
zaměstnavatel,zaměstnanec,8.2
zapomenout,ignorovat,3.55555555556
zapomenout,učit,5.31111111111
zapomenout,vědět,5.35
zapomenout,zachovat,3.3875
zasloužit,vydělat,6.38888888889
zasnoubit,oženit,7.61111111111
zatížený,těžký,4.66666666667
začít,jít,1.83333333333
začít,přestat,6.9875
začít,vzniknout,7.025
zbraň,kožešina,2.0
zbraň,nůž,7.425
zbraň,trik,0.666666666667
zbraň,úsvit,0.875
zbytečný,potřebný,7.0
zdvořilý,řádný,4.72222222222
zeptat,modlit,1.4
zeptat,žádat,5.725
zima,léto,7.7
zima,období,6.5625
zjevit,zúčastnit,4.27777777778
zjevný,zřejmý,8.76666666667
zkusit,myslet,2.22222222222
zločin,krádež,7.4375
zločin,podvod,7.24444444444
zločin,porušení,6.03333333333
zmizet,scvrknout,3.5
znečištění,ovzduší,5.2875
znečištění,prezident,0.833333333333
zničit,postavit,6.825
zničit,udělat,3.9375
zobrazit,oznámit,4.88888888889
zobrazit,rozhodnout,1.5
zoufalství,bída,6.05555555556
způsobilost,dovednost,7.22222222222
zrno,káva,6.46666666667
zubař,plukovník,3.4375
zvláštní,mazaný,2.6375
zvláštní,podivný,9.0625
zvon,dveře,2.88571428571
zvíře,člověk,6.575
zábava,fotbal,5.76666666667
zábradlí,plot,7.15555555556
zásadní,důležitý,8.6875
získat,dostat,7.71111111111
získat,najít,5.16666666667
získat,obdržet,8.33333333333
zúčastnit,dorazit,5.55555555556
zůstat,zachovat,5.22222222222
éra,desetiletí,7.075
úkol,dálnice,0.625
úkol,práce,6.53333333333
úkol,sláma,0.111111111111
úkol,žena,0.9375
úkryt,chatrč,5.3875
úsilí,obtížnost,4.625
ústa,ret,7.425
ústa,zub,7.17777777778
útes,ocas,0.611111111111
úzký,široký,7.4875
účastnit,připojit,4.625
úžasný,naštvaný,1.77777777778
čepice,kabát,6.325
čerstvý,široký,1.5
činnost,pohyb,6.525
člověk,cvok,4.55555555556
člověk,dívka,6.21111111111
člověk,partner,5.4
článek,časopis,7.2625
čokoláda,koláč,5.7125
číst,chápat,4.33333333333
řeka,moře,7.025
řeka,potok,7.5375
řeka,údolí,5.125
řidič,pilot,7.2
říct,ověřit,2.22222222222
říct,účastnit,1.4
šampión,vítěz,8.87777777778
široký,úzký,7.4875
škola,známka,5.575
škola,zákon,3.6
špatný,hrozný,8.35
špatný,nemorální,6.975
špatný,příšerný,7.7125
špatný,skvělý,6.975
špatný,vinný,4.3125
špatný,úžasný,6.3375
špinavý,levný,3.65
špinavý,úzký,1.5
štěstí,mír,4.125
šálek,kornout,1.5625
šálek,sklenice,6.73333333333
šéf,starosta,5.675
šílený,bláznivý,8.375
šťastný,mladý,3.775
šťastný,naštvaný,5.375
šťastný,naštvaný,5.5
šťastný,potěšený,7.44444444444
šťastný,veselý,8.05
žaludek,ložnice,0.5
žaludek,pás,2.625
žaludek,žíla,4.95714285714
žebrat,zeptat,3.22222222222
žena,kožešina,1.27777777778
žena,manželka,7.81111111111
žena,muž,7.9875
žena,sekretářka,5.25
ženich,nevěsta,7.6
židle,lavička,7.21428571429
životopis,beletrie,5.85555555556
