cs_word_1,cs_word_2,average
byt,hotel,2.068965517241379
byt,nábytek,1.7857142857142851
báječný,skvělý,9.166666666666666
báječný,úžasný,8.988095238095237
břicho,břicho,10.0
bůh,duch,2.261904761904762
bůh,kněz,2.241379310344827
bůh,oběť,0.9770114942528736
bůh,ďábel,0.9523809523809523
cent,manželka,0.0
cent,velikost,0.29761904761904756
cesta,dobytí,0.5747126436781609
cesta,výlet,5.402298850574712
cesta,způsob,3.6309523809523805
chalupa,chata,9.310344827586206
chata,chatrč,7.440476190476192
chemie,teorie,0.8333333333333333
chlapec,bratr,2.7976190476190474
chléb,mouka,2.126436781609195
chléb,sýr,1.0344827586206897
chodba,koridor,7.083333333333335
chodidlo,hlava,0.9195402298850573
chovat,dodržovat,2.873563218390805
chránit,bránit,8.275862068965516
chtít,vybrat,2.0833333333333335
chvalozpěv,dobytí,0.3571428571428571
chvalozpěv,sláma,0.0
chytrý,inteligentní,8.928571428571429
chytrý,pitomý,0.29761904761904756
chápat,uspokojit,1.3095238095238095
chřipka,horečka,5.178571428571429
citrón,čaj,1.0714285714285714
cukr,med,4.022988505747125
céva,žíla,7.023809523809526
cíl,úkol,4.827586206896551
cín,hliník,2.5595238095238098
cín,kov,4.137931034482759
datum,kalendář,2.7976190476190474
dav,průvod,5.632183908045977
dav,skupina,6.130952380952382
daň,příjem,1.3793103448275859
dcera,dítě,4.345238095238096
den,ráno,2.4137931034482762
den,úsvit,2.2988505747126426
desetiletí,století,2.298850574712644
destrukce,konstrukce,0.4166666666666666
dieta,jablko,1.0919540229885056
dieta,salát,2.202380952380952
disk,počítač,2.3214285714285716
diskutovat,vysvětlit,2.797619047619048
diskuze,argument,2.916666666666667
divný,normální,0.632183908045977
divný,podivný,8.630952380952381
divný,zvláštní,8.571428571428571
dlouhý,úzký,0.8620689655172417
dlužit,půjčit,1.7816091954022988
dobytek,hovězí,4.885057471264368
dokončit,stát,1.130952380952381
doktor,nálada,0.0
doktor,ortodentista,5.8928571428571415
doktor,profesor,3.75
dolar,lidé,0.17857142857142858
domov,stát,2.5
dorazit,odejít,0.3571428571428571
dorazit,přijít,8.095238095238097
doručit,nést,3.2738095238095246
dospělý,miminko,0.6547619047619048
dospělý,poručník,1.9642857142857137
dostat,koupit,2.261904761904762
dostat,položit,0.29761904761904756
dostat,zůstat,0.5172413793103448
dosáhnout,dosáhnout,10.0
dosáhnout,uspět,6.206896551724139
dosáhnout,zkusit,1.0714285714285714
drobný,obrovský,0.40229885057471254
drsný,frigidní,1.264367816091954
drsný,krutý,7.06896551724138
drát,kabel,7.471264367816094
dub,javor,3.1034482758620694
dveře,brána,5.459770114942528
dveře,chodba,1.011904761904762
dveře,kuchyně,0.5952380952380951
dveře,podlaha,0.7142857142857144
dveře,sklep,0.8045977011494254
dveře,vchod,6.309523809523812
dvojice,pár,9.137931034482758
dáma,pán,0.9523809523809524
dát,dovolit,1.7816091954022986
dát,položit,3.6206896551724137
dát,pověsit,1.0714285714285714
dát,půjčit,4.25287356321839
dát,půjčit,2.9761904761904767
dát,ukrást,0.28735632183908044
dát,vědět,0.29761904761904756
dát,zamítnout,0.29761904761904756
déšť,mlha,2.471264367816092
díra,dohoda,0.0
díra,manželka,0.23809523809523808
dítě,dospělý,0.8928571428571427
dítě,kluk,4.226190476190477
dívka,dítě,2.4999999999999996
dívka,služebná,1.5476190476190472
dýchat,dusit,0.5952380952380951
dýmka,doutník,5.344827586206897
dělat,přestat,0.22988505747126434
dělat,přihodit,1.0119047619047619
dětinský,pošetilý,3.8095238095238098
dřevo,papír,2.298850574712644
dřevo,poleno,6.666666666666667
důkaz,fakt,6.609195402298851
dům,byt,5.7142857142857135
dům,klíč,0.8928571428571427
dům,koberec,0.4597701149425286
dům,stodola,3.7931034482758625
důvěra,já,0.7142857142857143
elastický,ohebný,8.392857142857144
elegance,styl,6.321839080459769
emoce,vášeň,5.459770114942529
exotický,vzácný,5.17857142857143
fakt,vhled,1.130952380952381
film,film,10.0
formální,řádný,4.597701149425289
frustrace,hněv,4.940476190476191
fráze,slovo,3.965517241379311
hadice,zahrada,1.0344827586206897
herec,zpěvák,3.1547619047619047
herečka,herec,6.428571428571431
hlava,nehet,0.5172413793103448
hloubka,rozsah,3.869047619047619
hloupý,pitomý,7.931034482758621
hluk,rachot,8.850574712643677
hmyz,včela,4.821428571428571
hněv,nálada,3.0952380952380953
hněv,zuřivost,7.916666666666669
hodnota,víra,2.586206896551724
hojnost,spousta,7.2413793103448265
hora,římsa,0.5357142857142857
horečka,nemoc,4.94047619047619
housle,nástroj,4.166666666666667
hra,akce,3.511904761904762
hra,trik,2.380952380952381
hra,zábava,5.574712643678161
hrdinka,hrdina,7.083333333333333
hrdlo,nos,0.9770114942528735
hrnec,spotřebič,1.4285714285714286
hudba,melodie,6.309523809523809
hysterie,zmatek,5.357142857142857
hříšník,světec,0.4166666666666666
ignorovat,prozkoumat,0.5172413793103448
ignorovat,vyhýbat,6.547619047619047
ignorovat,zeptat,0.22988505747126434
informovat,oznámit,8.511904761904763
inteligence,dovednost,3.8690476190476195
inteligence,logika,5.892857142857144
inteligence,vhled,1.904761904761905
jablko,citrón,1.6666666666666665
jablko,džus,1.8452380952380951
jablko,omáčka,0.34482758620689646
jablko,sladkost,2.1264367816091947
jablko,svit,0.0
jazyk,hrdlo,1.607142857142857
jednoduchý,snadný,9.285714285714286
jezero,bažina,2.6785714285714284
jih,sever,0.9523809523809523
jmenovat,zvolit,7.35632183908046
játra,plíce,1.6071428571428572
jídlo,pás,0.057471264367816084
jídlo,večeře,5.172413793103448
jít,dovolit,0.7142857142857143
jít,poslat,1.0344827586206897
jít,prodat,0.23809523809523808
jít,přijít,4.166666666666666
jít,vstoupit,4.195402298850574
kabelka,taška,6.781609195402299
kamera,prezident,0.1724137931034483
kapela,orchestr,6.071428571428571
kapela,průvod,1.264367816091954
kapitola,ocas,0.11904761904761904
kapitola,volba,0.4597701149425287
kapitán,námořník,5.119047619047619
karta,most,0.057471264367816084
kaňon,údolí,5.402298850574712
klakson,buben,1.6666666666666663
klub,společnost,5.238095238095239
kluk,dítě,4.047619047619048
kluk,partner,4.166666666666667
kluk,syn,4.425287356321839
kluk,voják,2.3214285714285707
kniha,bible,4.166666666666667
kniha,esej,2.738095238095238
kniha,informace,2.4404761904761907
kniha,literatura,6.071428571428571
kniha,příběh,3.6781609195402294
kniha,text,4.080459770114943
kniha,téma,1.845238095238095
kniha,téma,1.8965517241379308
kniha,článek,3.2758620689655173
kněz,mnich,5.952380952380952
kolo,ložnice,0.05952380952380952
komunikace,jazyk,3.869047619047618
komunikace,rozhovor,7.797619047619048
komunikace,televize,3.160919540229885
komunikovat,modlit,1.25
končetina,noha,6.071428571428571
kopec,útes,2.126436781609195
korporace,podnik,7.183908045977011
kost,koleno,2.142857142857143
kost,kotník,2.5
kost,krk,1.0919540229885059
kost,loket,2.2988505747126435
kost,zuby,2.321428571428572
kost,čelist,3.7931034482758625
kostel,sbor,2.0689655172413786
kotník,okno,0.0
koupelna,kuchyně,1.3218390804597702
koupelna,ložnice,1.3095238095238095
kov,hliník,4.195402298850576
kočka,králík,1.369047619047619
kočka,lev,3.511904761904762
kočka,mazlíček,4.827586206896552
kořen,tráva,1.7816091954022988
krabice,budka,1.9540229885057467
krabice,doutník,0.5357142857142857
krabice,výtah,0.4761904761904761
krabice,čepice,0.1724137931034483
krev,maso,1.1904761904761905
krev,morek,0.8333333333333334
krk,páteř,2.873563218390804
krysa,myš,6.845238095238096
král,princezna,1.9047619047619049
krása,věk,0.5172413793103448
krásný,báječný,5.297619047619048
krátký,dlouhý,0.28735632183908044
kráva,dobytek,5.3571428571428585
kráva,koza,1.9540229885057467
kurz,žaludek,0.0
kuře,rýže,0.5952380952380951
kuře,stejk,2.5595238095238093
květina,cibule,1.4880952380952375
květina,fialka,5.297619047619047
květina,keř,2.857142857142857
květina,vytrvalost,0.11904761904761904
kytara,buben,2.068965517241379
kámoš,společník,6.781609195402299
kód,symbol,4.8809523809523805
křehký,frigidní,1.32183908045977
křivka,úhel,2.2988505747126435
kůň,hříbě,5.059523809523809
kůň,kobyla,6.250000000000002
kůň,vůl,2.35632183908046
ledvina,orgán,4.583333333333334
len,tkanina,5.0
letadlo,letiště,3.095238095238095
letadlo,tryskáč,7.06896551724138
letectví,let,4.166666666666667
levný,laciný,8.690476190476193
lidé,balón,0.05952380952380952
lidé,cent,0.0
lidé,párty,2.0238095238095233
lidé,zbraň,0.8928571428571427
lihovina,kapela,0.057471264367816084
lihovina,století,0.1724137931034483
logika,aritmetika,3.505747126436782
loket,kotník,1.3218390804597702
loď,auto,1.5517241379310345
loď,kotva,1.6666666666666667
loď,paluba,4.597701149425288
láhev,nádoba,6.724137931034482
lékař,doktor,9.821428571428571
lžíce,šálek,1.436781609195402
manželka,manžel,4.940476190476191
manželka,sláma,0.05952380952380952
marihuana,bylina,4.42528735632184
maso,chléb,1.0919540229885059
maso,sendvič,1.1904761904761905
maso,slanina,5.357142857142856
masy,dav,7.559523809523809
matka,manželka,3.1609195402298846
matka,poručník,2.413793103448276
mazaný,bystrý,5.459770114942527
mazaný,odolný,0.8928571428571429
mazaný,zvláštní,0.9523809523809523
menu,objednávka,2.758620689655173
metr,palec,2.5595238095238098
metr,yard,3.4523809523809517
mez,hranice,8.154761904761907
milenec,společník,4.523809523809525
milý,krutý,0.29761904761904756
milý,štědrý,4.464285714285714
miminko,dcera,2.8571428571428568
miska,ocas,0.05952380952380952
mluvit,slyšet,0.29761904761904756
mluvit,uznat,0.7738095238095238
mléko,džus,1.6666666666666667
moderní,starodávný,0.5357142857142857
molekula,atom,4.597701149425288
molekula,vzduch,1.25
motel,hostinec,4.702380952380952
motor,loď,1.32183908045977
motor,motor,10.0
moudrost,inteligence,6.954022988505748
moře,oceán,6.4942528735632195
mrak,bouřka,3.6904761904761907
mrak,mlha,5.229885057471263
mrak,mlha,4.2857142857142865
mrak,opar,4.226190476190476
mrak,počasí,2.471264367816092
mrholení,déšť,5.892857142857143
muž,dítě,1.1904761904761902
muž,hlídka,1.1904761904761905
muž,manžel,6.428571428571428
muž,otec,4.107142857142857
muž,strýc,3.3928571428571432
muž,válečník,3.275862068965518
muž,vítěz,0.773809523809524
muži,bratrství,3.1609195402298846
myslet,dotazovat,1.8452380952380951
myslet,racionalizovat,5.238095238095239
myslet,rozhodnout,2.988505747126436
myš,kočka,0.8928571428571427
myš,řízení,0.17857142857142858
myšlenka,obraz,2.471264367816092
myšlenka,plán,4.523809523809525
máslo,brambora,0.5357142857142856
médium,zprávy,5.059523809523808
místnost,buňka,2.9166666666666665
místnost,postel,0.8928571428571429
míč,dělo,0.17857142857142858
míč,kostým,0.05952380952380952
míč,košík,0.7142857142857142
míč,rukavice,0.6321839080459768
měsíc,planeta,3.2738095238095233
mříž,klec,5.459770114942529
nahradit,obnovit,4.345238095238096
najít,zmizet,0.5172413793103448
napodobit,zobrazit,1.607142857142857
narozeniny,datum,2.64367816091954
narozeniny,rok,1.896551724137931
nastat,přihodit,6.379310344827586
naštvaný,potěšený,0.29761904761904756
nebe,vesmír,4.107142857142857
nebezpečí,hrozba,9.107142857142858
nebezpečí,onemocnění,2.380952380952381
nedostatkový,vzácný,8.160919540229887
nedávný,nový,5.689655172413793
nehet,palec,2.4137931034482762
nehet,ruka,1.7261904761904758
nehoda,katastrofa,7.440476190476191
nehoda,nouze,2.083333333333333
neklidný,mladý,1.3793103448275859
nelegální,nemorální,3.735632183908046
nemoc,infekce,6.436781609195401
nemocný,bláznivý,2.2413793103448274
nepřítomnost,přítomnost,0.29761904761904756
nerv,mozek,2.931034482758622
netrpělivý,úzkostlivý,2.4712643678160915
netvor,démon,6.964285714285714
nevědomost,inteligence,0.4597701149425286
nevěsta,princezna,2.5862068965517238
nezbytný,potřebný,7.559523809523811
nešťastný,naštvaný,4.367816091954023
noc,den,0.5172413793103448
noc,kapitola,0.0
noc,úsvit,1.369047619047619
noha,paže,1.369047619047619
norek,kožešina,3.793103448275863
nos,ústa,1.0714285714285714
noviny,informace,4.583333333333334
nový,starodávný,0.4166666666666666
nový,čerstvý,6.32183908045977
nádoba,myš,0.23809523809523808
nálada,emoce,6.13095238095238
námořnictvo,armáda,5.535714285714286
nápadný,zřejmý,6.309523809523809
násilný,naštvaný,2.35632183908046
násobit,dělit,1.0344827586206897
násobit,přidat,2.8735632183908044
názor,myšlenka,5.057471264367816
názor,volba,3.333333333333333
nést,přinést,5.804597701149426
obdržet,dát,0.5357142857142857
obilnina,pšenice,6.607142857142857
objasnit,vysvětlit,8.850574712643681
objektiv,kamera,4.94047619047619
objevit,pocházet,0.4761904761904761
oblast,region,7.55952380952381
oblast,roh,0.8928571428571429
oblast,zóna,8.035714285714288
oblečení,bunda,4.345238095238095
oblečení,kabát,4.821428571428572
oblečení,knoflík,1.369047619047619
oblečení,skříň,1.3690476190476188
oblečení,tkanina,3.86904761904762
oblečení,tkanina,3.630952380952381
oblečení,šuplík,0.7142857142857143
obočí,oko,2.2619047619047614
obrovský,pitomý,0.23809523809523808
obtížný,jednoduchý,0.35714285714285715
odejít,vstoupit,0.17857142857142858
odejít,zůstat,0.17857142857142858
odmítnout,vyhýbat,3.620689655172413
odpustit,zapomenout,3.5714285714285716
odraz,obraz,3.563218390804598
ohař,liška,0.8333333333333334
okno,dveře,1.309523809523809
oko,slza,1.7857142857142858
okolnost,situace,7.528735632183909
olej,norek,0.23809523809523808
onemocnění,infekce,6.19047619047619
opatrovat,ponechat,1.3095238095238095
opustit,bloudit,0.5357142857142857
opustit,ignorovat,2.3214285714285716
opustit,jít,2.6785714285714293
opustit,zjevit,0.3571428571428571
organizovat,stát,1.4367816091954024
orgán,játra,4.761904761904762
ortodentista,zubař,7.413793103448278
oslava,obřad,4.761904761904762
ostrov,úkol,0.057471264367816084
ostrý,tupý,0.41666666666666663
otec,bratr,1.264367816091954
otec,bůh,2.8160919540229887
otec,dcera,1.3218390804597702
otec,rodič,6.488095238095238
ovce,dobytek,3.630952380952381
ovce,jehně,4.702380952380953
ověřit,ospravedlnit,2.202380952380952
ošetřovatelka,vědec,1.1904761904761902
pakt,dohoda,8.214285714285715
pakt,podmínka,2.126436781609195
palec,prst,6.436781609195403
paluba,myš,0.3448275862068966
paprsek,svit,5.535714285714286
papír,kartón,5.238095238095239
paže,koleno,0.8928571428571427
paže,kost,1.488095238095238
paže,krk,1.25
paže,rameno,4.885057471264367
paže,sval,2.142857142857143
paže,tělo,1.8965517241379306
paže,zápěstí,3.5632183908045985
paže,žíla,1.1494252873563218
peníze,diamant,1.5476190476190474
peníze,kapitál,7.321428571428574
peníze,perla,0.8928571428571429
peníze,plat,5.476190476190475
pes,kočka,1.3793103448275863
pes,kůň,1.369047619047619
pistole,dělo,3.965517241379311
pitomý,chytrý,0.6896551724137929
pitomý,inteligentní,0.29761904761904756
pitomý,natvrdlý,6.9540229885057485
pitomý,pošetilý,4.107142857142857
pitomý,vzácný,0.05952380952380952
pivo,alkohol,5.2380952380952355
pivo,nápoj,5.459770114942529
pivo,šampaňské,2.202380952380952
pláž,moře,2.9166666666666665
pláž,ostrov,2.2023809523809517
pláž,pobřeží,6.149425287356322
pláž,útes,1.1904761904761905
pobřeží,pobřeží,10.0
podlaha,paluba,2.873563218390805
podlaha,strop,1.264367816091954
podmínka,kluk,0.11904761904761904
podnik,průmysl,4.25287356321839
podnik,společnost,8.620689655172416
pohodlí,bezpečnost,2.976190476190476
pohovka,baseball,0.05952380952380952
pohovka,židle,3.154761904761905
pokoj,vana,0.6547619047619048
poleno,dřevo,7.083333333333335
poleno,vana,0.05952380952380952
policajt,šerif,7.586206896551725
politik,prezident,5.5357142857142865
polyester,bavlna,1.7241379310344824
pomluvy,zprávy,1.896551724137931
pomocník,služka,5.357142857142857
ponechat,chránit,1.6666666666666667
ponechat,dát,2.916666666666667
ponechat,půjčit,1.3095238095238098
ponechat,vlastnit,2.6436781609195403
poplatek,plat,1.8452380952380953
poplatek,platba,6.89655172413793
populace,lidé,7.586206896551724
popření,přiznání,0.4597701149425286
porovnat,analyzovat,5.804597701149426
poslat,obdržet,0.6547619047619048
poslat,zúčastnit,0.28735632183908044
poslouchat,dodržovat,5.689655172413793
poslouchat,slyšet,6.071428571428571
postel,ložnice,2.857142857142857
postel,nemocnice,1.4880952380952377
postel,nábytek,4.195402298850576
postel,pohovka,4.702380952380952
postel,postýlka,7.619047619047618
postel,přikrývka,2.471264367816092
postel,židle,1.3690476190476188
postoj,důvěra,1.0919540229885059
postýlka,kolébka,6.964285714285715
potěšit,bavit,4.404761904761905
potěšit,žádat,0.4166666666666666
potřebný,důležitý,7.528735632183907
povzbudit,odradit,0.29761904761904756
pozdravit,potkat,2.5595238095238093
pozornost,povědomí,2.8160919540229883
pozornost,zájem,6.48809523809524
pracovník,kamera,0.11904761904761904
pracovník,mechanik,3.8095238095238098
pracovník,zaměstnavatel,2.126436781609195
prezident,starosta,3.0357142857142856
princ,král,4.022988505747126
princezna,ostrov,0.11494252873563217
prohlásit,oznámit,7.298850574712644
prohrát,dostat,1.0919540229885056
prohrát,ponechat,0.8333333333333334
prohrát,selhat,6.845238095238095
protivník,oponent,9.107142857142858
prozkoumat,objevit,5.595238095238097
prozkoumat,prohlédnout,6.7857142857142865
prst,dlaň,2.0238095238095233
práce,řízení,2.0114942528735633
právník,bankéř,1.2499999999999998
právo,spravedlnost,5.238095238095238
pták,jestřáb,5.595238095238094
pták,krocan,4.827586206896551
pták,slepice,4.583333333333333
píseň,příběh,1.9642857142857137
písmeno,odstavec,1.6071428571428572
předpojatost,názor,2.261904761904762
předpokládat,předpovědět,5.402298850574712
předpokládat,předstírat,0.5747126436781609
předstírat,představit,0.9195402298850575
předstírat,zdát,3.392857142857143
předstírat,zobrazit,1.0344827586206897
překonat,dominovat,2.988505747126438
přesvědčený,jistý,7.380952380952382
přidat,budovat,2.0689655172413794
přidat,dělit,0.5952380952380951
přijmout,doporučit,1.3793103448275863
přijmout,doručit,2.083333333333333
přijmout,odmítnout,0.3448275862068966
přijmout,odmítnout,0.29761904761904756
přijmout,odpustit,1.964285714285714
přijmout,uznat,5.714285714285715
přijmout,věřit,2.4404761904761902
přijít,přinést,1.1904761904761902
přijít,účastnit,5.28735632183908
přiložit,připojit,5.977011494252875
přinést,obnovit,0.8928571428571429
přinést,poslat,1.488095238095238
přinést,stěžovat,0.23809523809523808
připojit,přidat,6.7857142857142865
připojit,vzít,1.0714285714285714
připojit,získat,1.954022988505747
připomenout,prodat,0.057471264367816084
připomenout,zapomenout,0.6547619047619045
přátelský,štědrý,3.333333333333333
příběh,téma,3.8095238095238093
přítel,host,2.142857142857143
přítel,kámoš,9.464285714285714
přítel,matka,1.488095238095238
přítel,učitel,0.9770114942528734
přítel,člověk,4.107142857142857
přítomnost,dveře,0.057471264367816084
půjčit,chtít,0.9523809523809523
půjčit,prodat,0.9770114942528736
půjčit,žebrat,1.6666666666666663
rabín,duchovní,5.416666666666666
radit,doporučit,5.952380952380952
radost,hrdost,1.7261904761904758
rakovina,nemoc,6.07142857142857
rameno,hlava,0.9770114942528735
realita,fantazie,0.41666666666666663
realita,iluze,0.4597701149425286
rodič,dospělý,5.178571428571429
rozdílný,normální,0.29761904761904756
rozhodnout,vybrat,6.250000000000001
rozjímat,myslet,4.404761904761904
rozkošný,báječný,5.238095238095239
rozkošný,veselý,2.0114942528735624
rozsáhlý,obrovský,8.563218390804598
rozsáhlý,ohebný,0.5952380952380951
rozsáhlý,velký,7.857142857142857
rozumět,odpustit,1.3793103448275859
rozumět,poslouchat,2.3214285714285716
rozumět,vědět,5.229885057471265
rozvrátit,organizovat,0.4597701149425287
rozšířit,růst,5.000000000000001
ruka,chodidlo,1.2499999999999998
ruka,palec,2.5
ruka,zápěstí,4.25287356321839
rychlý,překotný,3.3908045977011496
rytmus,melodie,5.416666666666666
rámus,hluk,8.750000000000002
rýže,fazole,1.4942528735632181
rýže,kluk,0.11494252873563217
salát,ocet,0.892857142857143
sbírat,šetřit,4.0476190476190474
schopnost,způsobilost,5.919540229885057
schůzka,závazek,1.488095238095238
scvrknout,vyrůst,0.5747126436781609
sekunda,minuta,2.0114942528735624
selhat,odradit,1.8390804597701143
semínko,hořčice,2.3809523809523805
sendvič,oběd,2.5
sever,západ,0.8333333333333331
shromáždit,potkat,3.2758620689655165
shromáždit,zúčastnit,3.563218390804598
silný,hrdý,2.413793103448276
situace,podmínka,1.7241379310344827
skladatel,spisovatel,3.9080459770114953
sklenice,láhev,4.166666666666667
sklo,křišťál,4.597701149425287
skromný,ohebný,0.4166666666666666
skromný,zahanbený,0.40229885057471254
skvělý,příšerný,0.3571428571428571
slanina,fazole,1.2643678160919536
slepice,krocan,3.2758620689655173
slovník,definice,3.1034482758620694
slovo,literatura,2.3809523809523805
slovo,noviny,1.8965517241379306
slovo,slovník,3.4523809523809526
slovo,strana,0.4597701149425286
slovo,vodítko,0.8333333333333334
slunce,nebe,2.2619047619047614
smrt,katastrofa,4.047619047619047
smrt,pohřeb,4.482758620689655
smrt,tragédie,4.942528735632183
smutek,ostuda,0.7471264367816091
smutný,hrozný,2.9761904761904767
smutný,legrační,0.34482758620689646
smysl,intuice,5.833333333333333
smyčka,opasek,1.666666666666666
smělý,hrdý,1.839080459770115
snadný,obtížný,0.28735632183908044
snadný,odolný,0.35714285714285715
snadný,ohebný,1.206896551724138
snadný,velký,0.11904761904761904
snídaně,slanina,1.7816091954022988
snídaně,večeře,1.7816091954022986
sníh,bouře,1.9642857142857142
sníh,počasí,2.2619047619047623
snížit,scvrknout,2.7586206896551717
soud,rozsudek,5.172413793103448
souhlasit,argumentovat,1.130952380952381
souhlasit,lišit,0.35714285714285715
souhlasit,potěšit,1.1904761904761902
soumrak,svítání,1.7816091954022988
soumrak,večer,6.30952380952381
spodek,strana,2.202380952380952
spodek,vršek,0.5357142857142856
spokojenost,štěstí,5.773809523809524
spolupracovat,připojit,3.154761904761904
spolupracovat,účastnit,3.6309523809523805
srdce,operace,0.9195402298850577
srpen,měsíc,4.166666666666667
starý,nový,0.4597701149425287
starý,čerstvý,0.34482758620689646
steak,maso,6.726190476190476
stroj,motor,4.226190476190476
strom,javor,4.770114942528734
strop,katedrála,0.4166666666666666
stránka,odstavec,2.183908045977011
strýc,teta,3.1547619047619047
student,profesor,0.9770114942528735
student,žák,8.154761904761905
styl,móda,6.436781609195403
stát,zdát,0.7142857142857143
stát,zjevit,2.083333333333333
stěna,cihla,2.413793103448276
stěna,dekorace,0.8333333333333333
stěžovat,argumentovat,2.142857142857143
střecha,podlaha,0.8928571428571429
střecha,strop,4.71264367816092
střevo,nerv,0.8928571428571429
sval,jazyk,3.2738095238095233
sval,kost,0.9770114942528736
svetr,bunda,3.390804597701149
svižný,překotný,1.8452380952380951
svět,zeměkoule,6.896551724137932
syn,otec,1.4942528735632181
síla,moc,7.586206896551724
síla,schopnost,4.540229885057471
tabák,cigareta,5.535714285714286
talíř,miska,4.523809523809524
taxi,taxík,9.761904761904763
taxík,autobus,2.701149425287356
tele,býk,5.28735632183908
telefon,budka,2.678571428571428
terč,šíp,1.4880952380952377
teta,synovec,1.3218390804597702
toulat,bloudit,6.964285714285717
trik,velikost,0.11494252873563217
tráva,list,2.3563218390804597
tráva,mech,3.095238095238095
tupý,legrační,0.7471264367816091
tvrdý,natvrdlý,3.9655172413793105
tvář,jazyk,1.309523809523809
tvůrce,výrobce,7.797619047619047
tyč,vězení,0.8333333333333333
tyč,záclona,1.0919540229885059
tábor,chata,2.6785714285714284
táta,matka,2.1839080459770113
tělo,hruď,3.452380952380953
tělo,nerv,1.488095238095238
tělo,páteř,2.0238095238095233
tělo,rameno,2.3563218390804597
tělo,žaludek,2.1839080459770117
těžký,jednoduchý,0.4597701149425287
těžký,obtížný,8.690476190476192
těžký,odolný,1.964285714285714
těžký,snadný,0.35714285714285715
udělat,postavit,4.942528735632184
udělat,stát,1.149425287356322
udělat,vydělat,1.607142857142857
uhel,uhlí,5.178571428571429
ukrást,koupit,0.47619047619047616
ulice,auto,0.6896551724137931
ulice,ulička,7.8571428571428585
ulička,chodba,5.714285714285714
ulička,hala,1.3095238095238098
ulička,miska,0.0
upřímný,vinný,0.3571428571428571
určit,předpovědět,4.880952380952381
určitý,jistý,6.845238095238095
usilovat,přesvědčit,2.380952380952381
uskutečnit,objevit,1.8390804597701147
uspokojit,potěšit,6.666666666666669
uspořádat,organizovat,8.620689655172415
uspořádat,vyžadovat,0.5172413793103448
uspět,selhat,0.23809523809523808
uspět,zkusit,1.4880952380952377
ustoupit,odmítnout,2.3214285714285716
utratit,šetřit,0.3448275862068966
utrpení,zármutek,5.833333333333334
uzavřít,rozhodnout,3.1609195402298846
uznat,oznámit,1.6071428571428565
učebna,chodba,0.5357142857142857
učit,poslouchat,1.7261904761904758
učit,vyhodnotit,1.3793103448275859
učitel,instruktor,7.758620689655172
učitel,pomocník,2.4999999999999996
učitel,rabín,1.0119047619047619
užívat,bavit,6.8390804597701145
vagón,nádoba,0.40229885057471254
vagón,vůz,6.551724137931036
vana,balón,0.057471264367816084
vana,manželka,0.0
vana,trik,0.05952380952380952
velikost,rozsah,6.309523809523808
velký,těžký,3.850574712643678
velký,široký,4.2857142857142865
večer,soumrak,6.091954022988506
večeře,jídlo,4.367816091954023
večeře,kuře,1.9047619047619047
večeře,polévka,2.8160919540229883
večeře,snídaně,1.0714285714285712
vinný,zahanbený,2.738095238095238
vitamín,železo,2.678571428571428
vize,vnímání,2.3214285714285707
voda,led,4.25287356321839
voda,sůl,0.6547619047619048
volba,žíla,0.05952380952380952
vozidlo,autobus,4.999999999999999
vršek,strana,1.7241379310344824
vstoupit,dlužit,0.28735632183908044
vstřebat,ustoupit,0.5357142857142856
